Paper Index,Author,Publication Year,Title,Abstract,DOI,Majdi's Vote to Include,Nataly's Vote to Include
379,"Leidinger, Andreas; Zuckerman, Scott L.; Feng, Yueqi; He, Yitian; Chen, Xinrui; Cheserem, Beverly; Gerber, Linda M.; Lessing, Noah L.; Shabani, Hamisi K.; H√§rtl, Roger; Mangat, Halinder S.",2023,Predictors of spinal trauma care and outcomes in a resource-constrained environment: a decision tree analysis of spinal trauma surgery and outcomes in Tanzania,"
OBJECTIVE

The burden of spinal trauma in low- and middle-income countries (LMICs) is immense, and its management is made complex in such resource-restricted settings. Algorithmic evidence-based management is cost-prohibitive, especially with respect to spinal implants, while perioperative care is work-intensive, making overall care dependent on multiple constraints. The objective of this study was to identify determinants of decision-making for surgical intervention, improvement in function, and in-hospital mortality among patients experiencing acute spinal trauma in resource-constrained settings.
METHODS

This study was a retrospective analysis of prospectively collected data in a cohort of patients with spinal trauma admitted to a tertiary referral hospital center in Dar es Salam, Tanzania. Data on demographic, clinical, and treatment characteristics were collected as part of a quality improvement neurotrauma registry. Outcome measures were surgical intervention, American Spinal Injury Association (ASIA) Impairment Scale (AIS) grade improvement, and in-hospital mortality, based on existing treatment protocols. Univariate analyses of demographic and clinical characteristics were performed for each outcome of interest. Using the variables associated with each outcome, a machine learning algorithm-based regression nonparametric decision tree model utilizing a bootstrapping method was created and the accuracy of the three models was estimated.
RESULTS

Two hundred eighty-four consecutively admitted patients with acute spinal trauma were included over a period of 33 months. The median age was 34 (IQR 26–43) years, 83.8% were male, and 50.7% had experienced injury in a motor vehicle accident. The median time to hospital admission after injury was 2 (IQR 1–6) days; surgery was performed after a further median delay of 22 (IQR 13–39) days. Cervical spine injury comprised 38.4% of the injuries. Admission AIS grades were A in 48.9%, B in 16.2%, C in 8.5%, D in 9.5%, and E in 16.6%. Nearly half (45.1%) of the patients underwent surgery, 12% had at least one functional improvement in AIS grade, and 11.6% died in the hospital. Determinants of surgical intervention were age ≤ 30 years, spinal injury level, admission AIS grade, delay in arrival to the referral hospital, undergoing MRI, and type of insurance; admission AIS grade, delay to arrival to the hospital, and injury level for functional improvement; and delay to arrival, injury level, delay to surgery, and admission AIS grade for in-hospital mortality. The best accuracies for the decision tree models were 0.62, 0.34, and 0.93 for surgery, AIS grade improvement, and in-hospital mortality, respectively.
CONCLUSIONS

Operative intervention and functional improvement after acute spinal trauma in this tertiary referral hospital in an LMIC environment were low and inconsistent, which suggests that nonclinical factors exist within complex resource-driven decision-making frameworks. These nonclinical factors are highlighted by the authors’ results showing clinical outcomes and in-hospital mortality were determined by natural history, as evidenced by the highest accuracy of the model predicting in-hospital mortality.",10.3171/2022.11.SPINE22763,,
151,"Minagawa, Hideaki; Tezuka, Tomoya; Tsuchida, Hidetsugu",2024,Effective combinations of features in predicting the range of incident ions using machine learning,"Machine learning techniques were used to predict the range of ions in material, even when stopping power data is unknown. Simple features such as atomic and mass numbers were used in learning process. Two different machine learning models, Decision Tree (DT) and Kernel Ridge Regression (KRR), were used to assess each feature’s importance and the effect of combining them. The results showed that the chosen features were sufficient for accurate prediction. Furthermore, it was found that the combination and features are essential for accurate results. Analysis by KRR established a relationship between the range of the implanted ions and the energy of the incident ions, showing that the range is approximately proportional to the energy in the dataset used in this work.",10.1016/j.nimb.2024.165383,,
46,"Chinchilla, Monica; Santos-Martin, David; Carpintero-Renteria, Miguel; Lemon, Scott",2021,Worldwide annual optimum tilt angle model for solar collectors and photovoltaic systems in the absence of site meteorological data,"This study provides several models for accurately computing the annual optimum tilt angle for fixed solar photovoltaic arrays or solar collectors, in any location of the world. The optimum tilt angle that maximizes the annual energy yield can therefore be easily calculated in the absence of meteorological data and simulation software tools. The proposed models are calculated using global horizontal radiation data collected from 2551 sites across the world. In the process, well-established submodels have been selected to estimate the hourly irradiance on any possible inclined surface, and its corresponding annual energy yield. After selecting the optimum angle for each location, through a regression analysis, a mathematical model that calculates annual optimum angles as a function of latitude has been developed. Furthermore, regression techniques such as neural networks and decision trees have been compared with the polynomial models. Finally, the results are compared to those obtained from high-quality 1-min measured irradiance data obtained at 52 research-class stations from the World Radiation Monitoring Center–Baseline Surface Radiation Network, providing a remarkably high number of validation data points. The results are analyzed, validated, and compared with previous research proposals proving the good performance of the proposed models.",10.1016/j.apenergy.2020.116056,,
479,"Manonmani, Gangadharan; Ponmozhi, Krishnasamy; Balasubramanian, Krishnasamy",2025,The A3C-CCTSO-R2N2 algorithmic framework for precise edge-cloud parameter estimation,"Efficient resource allocation is crucial in fog computing environments due to dynamic conditions and different user requirements; this work addresses the scheduling issues of internet of things (IoT) applications in such situations. Our proposed method, chaotic crossover tuna swarm optimizer (CCTSO), is based on metaheuristics and aims to reduce energy usage, reaction time, and SLA breaches; it should help with these problems. Improved system responsiveness and dependability are outcomes of the suggested approach's use of machine learning models for scheduling decision prediction and dynamic workload adaptation. The framework achieves a good balance between performance and energy efficiency by adjusting critical parameters and application settings. By reducing energy usage, reaction time, and operational cost while retaining reduced service level agreement (SLA) violation rates, our solution greatly outperforms previous techniques, according to experimental assessments. In real-world implementations, our results demonstrate that CCTSO is a strong solution for fog-based IoT scheduling, providing greater scalability and adaptability. Taken together, the results of this study provide a strong algorithmic foundation for better resource management in cloud, fog, and edge computing environments.",10.11591/eei.v14i5.8982,,
325,"Woo, Myung; Alhanti, Brooke; Lusk, Sam; Dunston, Felicia; Blackwelder, Stephen; Lytle, Kay S.; Goldstein, Benjamin A.; Bedoya, Armando",2020,Evaluation of ML-based clinical decision support tool to replace an existing tool in an academic health system: Lessons learned,"There is increasing application of machine learning tools to problems in healthcare, with an ultimate goal to improve patient safety and health outcomes. When applied appropriately, machine learning tools can augment clinical care provided to patients. However, even if a model has impressive performance characteristics, prospectively evaluating and effectively implementing models into clinical care remains difficult. The primary objective of this paper is to recount our experiences and challenges in comparing a novel machine learning-based clinical decision support tool to legacy, non-machine learning tools addressing potential safety events in the hospitals and to summarize the obstacles which prevented evaluation of clinical efficacy of tools prior to widespread institutional use. We collected and compared safety events data, specifically patient falls and pressure injuries, between the standard of care approach and machine learning (ML)-based clinical decision support (CDS). Our assessment was limited to performance of the model rather than the workflow due to challenges in directly comparing both approaches. We did note a modest improvement in falls with ML-based CDS; however, it was not possible to determine that overall improvement was due to model characteristics.",10.3390/jpm10030104,,
324,"Hegde, Shwetha; Nanayakkara, Shanika; Cox, Stephen; Vasa, Rajesh; Gao, Jinlong",2024,Australian dentists' knowledge of the consequences of interpretive errors in dental radiographs and potential mitigation measures,"Objectives: Dental radiographs, typically taken and interpreted by dentists, are essential for diagnosis and effective treatment planning. Interpretive errors in dental radiographs, stemming from failures of visual and cognitive processes, can affect both patients and clinicians. This survey aimed to assess the dental practitioners' perceptions of the consequences of these errors and potential measures to minimize them.  Materials and Methods: This online anonymized survey assessed Australian dental practitioners' perceptions of the consequences of these errors and potential mitigation measures using ranking, Likert scale, and open_ended questions. The data were analyzed using descriptive statistics and bivariate analysis.  Results: Participants identified undertreatment (72%) and legal implications (82%) as the most significant consequences of interpretive errors, whereas severe harm to patients was deemed the least likely. Dental practitioners placed a greater emphasis on maintaining a high level of competence and the well_being of their patients. Utilizing high_quality images (63.9%) and  appropriate radiographs (59.7%) were identified as the most effective measures to minimize interpretive errors. Participants showed hesitancy regarding the reliance on machine learning as a clinical decision_making tool. Conclusions: The survey provides valuable practical insights into the consequences and targeted measures to minimize the  occurrence of interpretive errors. Efforts to minimize interpretive errors should address patient safety and practitioners' concerns about professional reputation and business viability. The study also suggests further research into the role of machine learning algorithms in reducing interpretive errors in dentistry.",10.1002/cre2.70027,,
624,"Rodr√≠guez, Andr√©s; Mendoza, Deibie; Ascuntar, Johana; Jaimes, Fabi√°n",2021,Supervised classification techniques for prediction of mortality in adult patients with sepsis,"Background
Sepsis mortality is still unacceptably high and an appropriate prognostic tool may increase the accuracy for clinical decisions.
Objective
To evaluate several supervised techniques of Artificial Intelligence (AI) for classification and prediction of mortality, in adult patients hospitalized by emergency services with sepsis diagnosis.
Methods
Secondary data analysis of a prospective cohort in three university hospitals in Medellín, Colombia. We included patients >18_years hospitalized for suspected or confirmed infection and any organ dysfunction according to the Sepsis-related Organ Failure Assessment. The outcome variable was hospital mortality and the prediction variables were grouped into those related to the initial clinical treatment and care or to the direct measurement of physiological disturbances. Four supervised classification techniques were analyzed: the C4.5 Decision Tree, Random Forest, artificial neural networks (ANN) and support vector machine (SVM) models. Their performance was evaluated by the concordance between the observed and predicted outcomes and by the discrimination according to AUC-ROC.
Results
A total of 2510 patients with a median age of 62_years (IQR_=_46–74) and an overall hospital mortality rate of 11.5% (n_=_289). The best discrimination was provided by the SVM and ANN using physiological variables, with an AUC-ROC of 0.69 (95%CI: 0.62; 0.76) and AUC-ROC of 0.69 (95%CI: 0.61; 0.76) respectively.
Conclusion
Deep learning and AI are increasingly used as support tools in clinical medicine. Their performance in a syndrome as complex and heterogeneous as sepsis may be a new horizon in clinical research. SVM and ANN seem promising for improving sepsis classification and prognosis.",10.1016/j.ajem.2020.09.013,,
359,"Cappelli, M.; Ambi, F.; Botta, E.; Cruz, J.; Diaz, J.; Chen, Z.; Dwojewski, D.; Giacchini, M.; Gutierrez, V.; Lorenzo, R.; Montis, M.; Sousa, J.; Ibarra, A.",2025,"Advancements in central control for IFMIF-DONES: Integrating CODAC, MPS, and SCS into a unified control framework","The International Fusion Materials Irradiation Facility-DEMOsingle bondOriented NEutron Source (IFMIF-DONES) represents a cutting-edge accelerator-based neutron source designed to produce high-energy neutrons for the irradiation of materials intended for use in DEMO, the future fusion reactor. Given the complexity of such a facility, a robust central control system is indispensable to ensure safe supervision and management of all operations. This paper provides an overview of recent advancements in the design of the Central Instrumentation and Control Systems (CICS) for IFMIF-DONES, focusing on the transition to the definition design phase. Employing a distributed approach, the architecture utilizes fast devices and dedicated networks for real-time communication among control units. This paper outlines the current status of the design for each CICS system and discusses existing and future plans for their integration into a unified control framework. The ongoing effort to integrate all CICS systems into a cohesive framework faces various challenges, such as data acquisition synchronization and interlock management. The integration of subsystems within CICS may be powerfully enhanced using artificial intelligence tools by enabling data-driven decision-making, proactive maintenance, adaptive control, and intelligent optimization.",10.1016/j.fusengdes.2025.115345,,
516,"Tariq, Zeeshan; Abu-Al-Saud, Moataz O.; Mahmoud, Mohamed; Zhu, Chen; Sun, Shuyu; Yan, Bicheng",2025,Fast tracking of safe CO2 trapping indices using machine learning for smarter reservoir management,"Predicting trapping indices is crucial for assessing the viability of carbon dioxide (CO2) storage sites, particularly in mitigating risks associated with cap-rock failure. Accurate prediction of trapping mechanisms—structural, residual, solubility, and mineral—is critical to ensuring effective CO2 containment and minimizing environmental impacts. The traditional determination of trapping indices mostly relies on high-resolution and expensive numerical reservoir simulations, which considers the full physics occurring in subsurface. However, engineers often overlook an important aspect related to the safe storage of CO2 in subsurface, which mainly accounts the risk of CO2 leakage due to mechanisms like cap-rock failure. To bridge this gap and promote smarter reservoir management, this study develops machine learning (ML)-based predictive models to rapidly and accurately estimate effective CO2 trapping indices, emphasizing the critical influence of cap-rock failure. We use traditional numerical reservoir simulations to generate a substantial amount of long-term (200 years) GCS simulation data, which considers reservoir heterogeneity, overburden zone/cap-rock layer/storage zone formation setup, as well as the coupled mechanisms of multiphase flow, geochemical reaction and geomechanics. We detect the cap-rock failure time based on the dynamic change of bottom-hole pressure from the monitoring injecting well, and the cap-rock failure time is further used as the safe CO2 injection duration to calculate the effective trapping indices. Reservoir and well parameters were used as inputs, with effective trapping indices as outputs, to train ML models, including, fully connected deep neural networks (FCNN), decision trees (DT), K-nearest neighbors (KNN), random forests (RF), and gradient-boosting methods (AdaBoost and XGBoost). Among these, FCNN demonstrated superior performance, achieving an average prediction error below 5% and a coefficient of determination (R2) exceeding 0.99 across all trapping indices. This study highlights the potential of data-driven ML models to predict long-term safe trapping indices with high accuracy, significantly reducing computation time compared to conventional numerical simulations. These findings offer a practical solution for efficient GCS site assessment and risk management.",10.1016/j.petlm.2025.01.002,,
142,"Mulero-Palencia, Sofia; Alvarez-Diaz, Sonia; Andres-Chicote, Manuel",2021,Machine learning for the improvement of deep renovation building projects using as-built BIM models,"In recent years, new technologies, such as Artificial Intelligence, are emerging to improve decision making based on learning. Their use applied to the Architectural, Engineering and Construction (AEC) sector, together with the increased use of Building Information Modeling (BIM) methodology in all phases of a building’s life cycle, is opening up a wide range of opportunities in the sector. At the same time, the need to reduce CO2 emissions in cities is focusing on the energy renovation of existing buildings, thus tackling one of the main causes of these emissions. This paper shows the potentials, constraints and viable solutions of the use of Machine Learning/Artificial Intelligence approaches at the design stage of deep renovation building projects using As-Built BIM models as input to improve the decision-making process towards the uptake of energy efficiency measures. First, existing databases on buildings pathologies have been studied. Second, a Machine Learning based algorithm has been designed as a prototype diagnosis tool. It determines the critical areas to be solved through deep renovation projects by analysing BIM data according to the Industry Foundation Classes (IFC4) standard and proposing the most convenient renovation alternative (based on a catalogue of Energy Conservation Measures). Finally, the proposed diagnosis tool has been applied to a reference test building for different locations. The comparison shows how significant differences appear in the results depending on the situation of the building and the regulatory requirements to which it must be subjected.",10.3390/su13126576,,
169,"Han, Hua; Gao, Jiaqing; Gu, Bo; Ren, Zhengxiong",2025,Comprehensive study on building chiller fault feature and diagnosis using hybrid CNN,"Chillers are one of the biggest energy consumption devices in HVAC systems. Abnormal operation may undermine the performance, energy efficiency, and environment. This study comprehensively explores the hybrid applications of deep convolutional neural network (CNN) in chiller fault diagnosis and fault feature extraction. Unlike the computer vision where the feature locations are fixed, for chiller fault, it can be changed. The effect of feature sequence on diagnostic performance is carefully investigated, and found that it depends on the size and number of the convolution kernels. Small and large number of kernels may extract fine and enough features for the model to counter the location change and maintain the basic characteristics of the faults. 1-D CNN is further studied as a hierarchical feature extractor combined with the traditional machine learning, like k-nearest neighbor (KNN), decision tree (DT), and random forest (RF), to build a hybrid strategy. It is found that the highest accuracy of 99.85% is achieved by RF plus 1-D CNN with an accuracy of 100% for refrigerant leakage. Fine and clear features from deeper structure are most favorable for the weak learner like DT, but may harm the information diversity of RF and lower its accuracy.",10.1080/23744731.2024.2402200,,
25,"Nasir, K. M. Zaheen; Chakma, Tanaya",2025,Constitutive modeling of anisotropic plasticity with ML algorithms in metals,"Nuclear reactors hold significant promise for mitigating the environmental crisis and achieving a carbon-free world. The advancement of nuclear technology, however, is intricately tied to the materials used in reactors, with metals and alloys forming their core components. Understanding the plasticity and degradation of these materials is crucial to prevent critical reactor failures caused by factors such as radiation-induced embrittlement, creep, and fuel-cladding interactions. While traditional plasticity modeling has relied on constitutive laws and yield functions, the advent of machine learning (ML) and artificial intelligence has opened new avenues for this field. This paper explores the potential of data-driven approaches to enhance plasticity modeling for metals used in nuclear reactors. Recent studies have leveraged ML algorithms, including support vector machines and artificial neural networks, to model yield surfaces and correct theoretical yield functions with experimental data. Despite their accuracy, these models often lack interpretability and generality. To address these challenges, we investigate the applicability of various ML algorithms, i.e. neural networks, logistic regressions, decision trees, K-nearest neighbors, and Gaussian processes (GPs), in developing data-oriented flow rules for plasticity modeling. The paper demonstrates the superiority of GPs in terms of interpretability and generality. Using stress data generated from PyLabFEA, we compared the performance of these algorithms, highlighting the intrinsic uncertainties associated with GP predictions. Our findings indicate that Gaussian process classifiers (GPCs) offer a promising approach for modeling plasticity in metals, providing a balance between precision and physical insight. Additionally, this work presents a deep neural network (DNN) to model anisotropic Hill-type plasticity with perfect test data accuracy (accuracy score: 1.0), which is often hard to achieve with a classification problem. This shows the superiority of DNNs in terms of accuracy in modeling yield functions. The implications of our results for bridging the scale gaps in macrolevel simulations are discussed, and future directions for incorporating microstructural features into ML-based plasticity models are proposed. Overall, the ML framework presented in this paper can be employed for modeling constitutive relations that can be incorporated within traditional Finite Element Method (FEM)–based codes. Specifically, the GPC or DNN developed in this work can be readily swapped with the yield function within the so-called return mapping algorithm of nonlinear FEM-based plasticity subroutines to indicate yielding. Consequently, this merging of ML and FEM will allow us to leverage the geometric representational ability of FEM alongside the superior modeling capabilities of the ML algorithms.",10.1080/00295450.2024.2410620,,
4,"Qi, Ben; Xiao, Xingyu; Liang, Jingang; Po, Li-chi Cliff; Zhang, Liguo; Tong, Jiejuan",2022,An open time-series simulated dataset covering various accidents for nuclear power plants,"Nuclear energy plays an important role in global energy supply, especially as a key low-carbon source of power. However, safe operation is very critical in nuclear power plants (NPPs). Given the significant impact of human-caused errors on three serious nuclear accidents in history, artificial intelligence (AI) has increasingly been used in assisting operators with regard to making various decisions. In particular, data-driven AI algorithms have been used to identify the presence of accidents and their root causes. However, there is a lack of an open NPP accident dataset for measuring the performance of various algorithms, which is very challenging. This paper presents a first-of-its-kind open dataset created using PCTRAN, a pre-developed and widely used simulator for NPPs. The dataset, namely nuclear power plant accident data (NPPAD), basically covers the common types of accidents in typical pressurised water reactor NPPs, and it contains time-series data on the status or actions of various subsystems, accident types, and severity information. Moreover, the dataset incorporates other simulation data (e.g., radionuclide data) for conducting research beyond accident diagnosis.",10.1038/s41597-022-01879-1,,
327,"McCradden, Melissa D.; Joshi, Shalmali; Anderson, James A.; Mazwi, Mjaye; Goldenberg, Anna; Shaul, Randi Zlotnik",2020,Patient safety and quality improvement: Ethical principles for a regulatory approach to bias in healthcare machine learning,"Accumulating evidence demonstrates the impact of bias that reflects social inequality on the performance of machine learning (ML) models in health care. Given their intended placement within healthcare decision making more broadly, ML tools require attention to adequately quantify the impact of bias and reduce its potential to exacerbate inequalities. We suggest that taking a patient safety and quality improvement approach to bias can support the quantification of bias-related effects on ML. Drawing from the ethical principles underpinning these approaches, we argue that patient safety and quality improvement lenses support the quantification of relevant performance metrics, in order to minimize harm while promoting accountability, justice, and transparency. We identify specific methods for operationalizing these principles with the goal of attending to bias to support better decision making in light of controllable and uncontrollable factors.",10.1093/jamia/ocaa085,,
445,"Ding, Shukai; Qu, Jian",2022,A study on safety driving of intelligent vehicles based on attention mechanisms,"Intelligent vehicles attempt to improve the daily transportation of people, but their safety has been questioned after numerous tra c accidents. This paper proposes a Safety Driving Framework (SDF) to improve the ability of intelligent vehicles to avoid risks during emergencies. When performing autonomous driving tasks, the SDF interacts with the environment using a camera, makes decisions using convolutional neural networks, and can perform an emergency stop if it encounters an obstacle. In this paper, we examine the potential of attention mechanisms to enhance the performance of convolutional neural networks and construct four convolutional neural networks with attention mechanisms to use in experiments. Additionally, we extend a dataset and enhance the robustness of the model by implementing data augmentation (DA) techniques. We train the model using 10-fold cross-validation. In this article, we build an intelligent driving platform and a simulation track for simulation testing. The experimental results show that CNNs using data reinforcement and with an attention mechanism perform better than existing models. In particular, ENetb0-SE has an average recognition rate of 95.6% for obstacles and an accident rate of 2%, which is much better than existing models.",10.37936/ecti-cit.2022164.248674,,
524,"B√ºcker, Michael; Hoti, Kreshnik; Rose, Olaf",2024,Artificial intelligence to assist decision-making on pharmacotherapy: A feasibility study,"Background
Artificial intelligence (AI) has the capability to analyze vast amounts of data and has been applied in various healthcare sectors. However, its effectiveness in aiding pharmacotherapy decision-making remains uncertain due to the intricate, patient-specific, and dynamic nature of this field.
Objective
This study sought to investigate the potential of AI in guiding pharmacotherapy decisions using clinical data such as diagnoses, laboratory results, and vital signs obtained from routine patient care.
Methods
Data of a previous study on medication therapy optimization was updated and adapted for the purpose of this study. Analysis was conducted using R software along with the tidymodels extension packages. The dataset was split into 74% for training and 26% for testing. Decision trees were selected as the primary model due to their simplicity, transparency, and interpretability. To prevent overfitting, bootstrapping techniques were employed, and hyperparameters were fine-tuned. Performance metrics such as areas under the curve and accuracies were computed.
Results
The study cohort comprised 101 elderly patients with multiple diagnoses and complex medication regimens. The AI model demonstrated prediction accuracies ranging from 38% to 100% for various cardiovascular drug classes. Laboratory data and vital signs could not be interpreted, as the effect and dependence were unclear for the model. The study revealed that the issue of AI lag time in responding to sudden changes could be addressed by manually adjusting decision trees, a task not feasible with neural networks.
Conclusion
In conclusion, the AI model exhibited promise in recommending appropriate medications for individual patients. While the study identified several obstacles during model development, most were successfully resolved. Future AI studies need to include the drug effect, not only the drug, if laboratory data is part of the decision. This could assist with interpreting their potential relationship. Human oversight and intervention remain essential for an AI-driven pharmacotherapy decision support system to ensure safe and effective patient care.",10.1016/j.rcsop.2024.100491,,
221,"Rahbari, Dadmehr; Ahmed, Foisal; Jenihhin, Maksim; Alam, Muhammad Mahtab; Le Moullec, Yannick",2024,Reliability-critical computation offloading in UAV swarms,"The rapid advancement of autonomous and heterogeneous unmanned aerial vehicle (UAV) swarms necessitates efficient computation offloading (CO) strategies to optimize their performance in industries, e.g., disaster management, surveillance, and environmental monitoring. UAVs face constraints such as limited energy, latency requirements, and failure risks, making robust CO approaches essential. Current CO methods often fall short due to high energy consumption, increased latency, and reliability issues in challenging conditions. This work introduces a novel collaborative CO strategy to address these deficiencies. Our approach utilizes a Bayesian network for failure mode effect analysis, considering communication bit error probabilities among multiantenna UAVs. We further employ rating-based federated deep learning to optimize decision-making, determining the best CO destination for each UAV based on factors like positions and resource capacities. Our strategy significantly outperforms existing benchmarks and state-of-the-art methods. It decreases the average probability of critical task failure by 43% and reduces energy consumption by 15% on average ensuring UAV swarms can meet strict constraints in harsh environments. These improvements demonstrate the utility of our approach in enhancing the operational reliability and efficiency of UAV swarms across diverse applications.",10.1109/JSYST.2024.3432449,,
537,"Komorowski, Matthieu; Celi, Leo A.; Badawi, Omar; Gordon, Anthony C.; Faisal, A. Aldo",2018,The Artificial Intelligence Clinician learns optimal treatment strategies for sepsis in intensive care,"Sepsis is the third leading cause of death worldwide and the main cause of mortality in hospitals1,2,3, but the best treatment strategy remains uncertain. In particular, evidence suggests that current practices in the administration of intravenous fluids and vasopressors are suboptimal and likely induce harm in a proportion of patients1,4,5,6. To tackle this sequential decision-making problem, we developed a reinforcement learning agent, the Artificial Intelligence (AI) Clinician, which extracted implicit knowledge from an amount of patient data that exceeds by many-fold the life-time experience of human clinicians and learned optimal treatment by analyzing a myriad of (mostly suboptimal) treatment decisions. We demonstrate that the value of the AI Clinician’s selected treatment is on average reliably higher than human clinicians. In a large validation cohort independent of the training data, mortality was lowest in patients for whom clinicians’ actual doses matched the AI decisions. Our model provides individualized and clinically interpretable treatment decisions for sepsis that could improve patient outcomes.",10.1038/s41591-018-0213-5,,
598,"Park, Jeong Ho; Kim, Yushin; Lee, Kwang Jae; Yoon, Yong Soon; Kang, Si Hyun; Kim, Heesang; Park, Hyung Soon",2019,Artificial neural network learns clinical assessment of spasticity in modified ashworth scale,"Objective: To propose an artificial intelligence (AI)-based decision-making rule in modified Ashworth scale (MAS) that draws maximum agreement from multiple human raters and to analyze how various biomechanical parameters affect scores in MAS. Design: Prospective observational study. Setting: Two university hospitals. Participants: Hemiplegic adults with elbow flexor spasticity due to acquired brain injury (NZ34). Intervention: Not applicable.  Main Outcome Measures: Twenty-eight rehabilitation doctors and occupational therapists examined MAS of elbow flexors in 34 subjects with hemiplegia due to acquired brain injury while the MAS score and biomechanical data (ie, joint motion and resistance) were collected. Nine biomechanical parameters that quantify spastic response described by the joint motion and resistance were calculated. An AI algorithm (or artificial neural network) was trained to predict the MAS score from the parameters. Afterwards, the contribution of each parameter for determining MAS scores was analyzed. Results: The trained AI agreed with the human raters for the majority (82.2%, Cohen’s kappaZ0.743) of data. The MAS scores chosen by the AI and human raters showed a strong correlation (correlation coefficientZ0.825). Each biomechanical parameter contributed differently to the different MAS scores. Overall, angle of catch, maximum stretching speed, and maximum resistance were the most relevant parameters that affected the AI decision. Conclusions: AI can successfully learn clinical assessment of spasticity with good agreement with multiple human raters. In addition, we could analyze which factors of spastic response are considered important by the human raters in assessing spasticity by observing how AI learns the expert decision. It should be noted that few data were collected for MAS3; the results and analysis related to MAS3 therefore have limited supporting evidence.",10.1016/j.apmr.2019.03.016,,
518,"Pasta, Gilda; Frassanito, Luciano; Calabria, Mariangela; Vassalli, Francesco; Belli, Andrea; Torricella, Giulia; Cuomo, Arturo; Bifulco, Francesca",2025,Personalized predictive hemodynamic management for major oncologic surgery: effect of progressive implementation of monitoring of digital medical devices with artificial intelligence-based algorithms,"BACKGROUND: Avoiding intraoperative hypotension and maintaining an adequate cardiac output (CO) during surgery is crucial to ensure tissue oxygen delivery to the tissues and avoid excessive fluid administration. Assisted fluid management (AFM) is a “decision-support” system based on artificial intelligence (AI) that helps the clinician to manage fluids during major surgeries. Hypotension Prediction Index (HPI) is a predictive parameter of intraoperative hypotension. The aim of this study was to assess the relative contribution of different levels of technologic assistance (CO monitoring, CO plus HPI, and CO plus HPI and AFM) to the improvement of hemodynamic management, applied to comparable cohorts of non-cardiac surgical patients.
METHODS: We conducted a retrospective analysis of consecutive patients undergoing major oncologic abdominal surgery, monitored with an arterial radial catheter progressively upgraded with three increasing levels of forecasting event technology. A personalized goal directed fluid therapy (GDT) protocol was applied in all groups. The primary outcome was the time-weighted average (TWA) mean arterial pressure (MAP) <65 mmHg among the three cohorts. Secondary outcomes were the percentage of monitoring time spent with stroke volume variation > 12% and with Cardiac Index (CI) <2 L/min/m2.
RESULTS: Eighty-two consecutive patients were enrolled: 26 patients in the GDT group, 28 in the HPI group and 28 in the AFM group. TWA-MAP<65 mmHg was 1.13 (0.13-1.83) mmHg in the GDT group, 0.96 (0.26-1.85) mmHg in the HPI group, 0.42 (0.07-0.93) mmHg in the AFM group. Patients with AFM spent roughly 30% of the monitoring time with a CI<2 L/min/m2 compared to less than 10% in the other two groups (Kruskal-Wallis P value 0.013).
CONCLUSIONS: An increasing levels of artificial intelligence-based hemodynamic monitoring and decision-support tools shows a trend towards decreasing IOH, but it did not reach statistical significance.",10.23736/S0375-9393.25.18937-2,,
307,"Wilson, F. Perry; Yamamoto, Yu; Martin, Melissa; Coronel-Moreno, Claudia; Li, Fan; Cheng, Chao; Aklilu, Abinet; Ghazi, Lama; Greenberg, Jason H.; Latham, Stephen; Melchinger, Hannah; Mansour, Sherry G.; Moledina, Dennis G.; Parikh, Chirag R.; Partridge, Caitlin; Testani, Jeffrey M.; Ugwuowo, Ugochukwu",2023,A randomized clinical trial assessing the effect of automated medication-targeted alerts on acute kidney injury outcomes,"Acute kidney injury is common among hospitalized individuals, particularly those exposed to certain medications, and is associated with substantial morbidity and mortality. In a pragmatic, open-label, National Institutes of Health-funded, parallel group randomized controlled trial (clinicaltrials.gov NCT02771977), we investigate whether an automated clinical decision support system affects discontinuation rates of potentially nephrotoxic medications and improves outcomes in patients with AKI. Participants included 5060 hospitalized adults with AKI and an active order for any of three classes of medications of interest: non-steroidal anti-inflammatory drugs, reninangiotensin-aldosterone system inhibitors, or proton pump inhibitors. Within 24 hours of randomization, a medication of interest was discontinued in 61.1% of the alert group versus 55.9% of the usual care group (relative risk 1.08, 1.04 1.14, p = 0.0003). The primary outcome – a composite of progression of acute kidney injury, dialysis, or death within 14 days - occurred in 585 (23.1%) of individuals in the alert group and 639 (25.3%) of patients in the usual care group (RR 0.92, 0.83 – 1.01, p = 0.09). Trial Registration Clinicaltrials.gov NCT02771977.",10.1038/s41467-023-38532-3,,
